"Date","Price","Open","High","Low","Change %"
"Feb 17, 2014","2.1767","2.1779","2.1880","2.1690","-0.20%"
"Feb 14, 2014","2.1810","2.1810","2.1959","2.1725","-0.21%"
"Feb 13, 2014","2.1856","2.1918","2.2110","2.1835","-0.32%"
"Feb 12, 2014","2.1926","2.1917","2.2010","2.1760","-0.03%"
"Feb 11, 2014","2.1932","2.2140","2.2215","2.1888","-1.10%"
"Feb 10, 2014","2.2176","2.2209","2.2354","2.2055","-0.10%"
"Feb 07, 2014","2.2199","2.2090","2.2250","2.1850","0.47%"
"Feb 06, 2014","2.2096","2.2373","2.2380","2.2015","-1.30%"
"Feb 05, 2014","2.2386","2.2340","2.2500","2.2270","0.03%"
"Feb 04, 2014","2.2380","2.2803","2.2835","2.2320","-1.95%"
"Feb 03, 2014","2.2824","2.2531","2.2845","2.2530","0.96%"
"Jan 31, 2014","2.2607","2.2653","2.2950","2.2390","-0.38%"
"Jan 30, 2014","2.2693","2.2590","2.3000","2.2370","0.38%"
"Jan 29, 2014","2.2607","2.2475","2.3170","2.1619","0.39%"
"Jan 28, 2014","2.2520","2.2818","2.2865","2.2470","-1.36%"
"Jan 27, 2014","2.2830","2.3304","2.3900","2.2798","-2.08%"
"Jan 24, 2014","2.3314","2.2901","2.3360","2.2810","1.68%"
"Jan 23, 2014","2.2928","2.2571","2.3030","2.2557","1.53%"
"Jan 22, 2014","2.2582","2.2509","2.2680","2.2345","0.29%"
"Jan 21, 2014","2.2517","2.2380","2.2680","2.2315","0.51%"
"Jan 20, 2014","2.2403","2.2299","2.2502","2.2279","0.39%"
"Jan 17, 2014","2.2317","2.2066","2.2323","2.2010","1.12%"
"Jan 16, 2014","2.2069","2.1896","2.2130","2.1877","0.71%"
"Jan 15, 2014","2.1913","2.1833","2.1980","2.1800","0.34%"
"Jan 14, 2014","2.1838","2.1785","2.1980","2.1766","0.20%"
"Jan 13, 2014","2.1795","2.1624","2.1860","2.1600","0.67%"
"Jan 10, 2014","2.1650","2.1775","2.1821","2.1560","-0.60%"
"Jan 09, 2014","2.1780","2.1844","2.1930","2.1750","-0.35%"
"Jan 08, 2014","2.1856","2.1667","2.1858","2.1580","0.82%"
"Jan 07, 2014","2.1678","2.1704","2.1815","2.1545","-0.17%"
"Jan 06, 2014","2.1715","2.1747","2.1945","2.1690","-0.32%"
"Jan 03, 2014","2.1785","2.1698","2.1820","2.1595","0.33%"
"Jan 02, 2014","2.1713","2.1471","2.1890","2.1446","1.07%"
"Jan 01, 2014","2.1483","2.1430","2.1483","2.1430","0.12%"
"Dec 31, 2013","2.1458","2.1229","2.1580","2.1102","1.07%"
"Dec 30, 2013","2.1231","2.1496","2.1566","2.1175","-1.31%"
"Dec 27, 2013","2.1513","2.1264","2.1770","2.1115","1.14%"
"Dec 26, 2013","2.1271","2.0929","2.1400","2.0830","1.50%"
"Dec 25, 2013","2.0956","2.0763","2.0956","2.0580","0.87%"
"Dec 24, 2013","2.0775","2.0959","2.0976","2.0730","-0.96%"
"Dec 23, 2013","2.0977","2.0893","2.0977","2.0810","0.28%"
"Dec 20, 2013","2.0918","2.0705","2.0980","2.0695","0.92%"
"Dec 19, 2013","2.0728","2.0565","2.0800","2.0430","0.73%"
"Dec 18, 2013","2.0578","2.0349","2.0579","2.0333","1.07%"
"Dec 17, 2013","2.0360","2.0266","2.0440","2.0220","0.42%"
"Dec 16, 2013","2.0274","2.0405","2.0411","2.0225","-0.64%"
"Dec 13, 2013","2.0404","2.0418","2.0462","2.0340","-0.14%"
"Dec 12, 2013","2.0433","2.0418","2.0470","2.0320","0.02%"
"Dec 11, 2013","2.0429","2.0269","2.0450","2.0210","0.74%"
"Dec 10, 2013","2.0278","2.0312","2.0346","2.0200","-0.23%"
"Dec 09, 2013","2.0324","2.0226","2.0360","2.0194","0.36%"
"Dec 06, 2013","2.0252","2.0354","2.0530","2.0150","-0.57%"
"Dec 05, 2013","2.0368","2.0477","2.0540","2.0314","-0.58%"
"Dec 04, 2013","2.0486","2.0412","2.0543","2.0376","0.25%"
"Dec 03, 2013","2.0434","2.0381","2.0474","2.0280","0.22%"
"Dec 02, 2013","2.0389","2.0179","2.0420","2.0130","0.95%"
"Nov 29, 2013","2.0198","2.0130","2.0240","2.0099","0.25%"
"Nov 28, 2013","2.0147","2.0245","2.0248","2.0100","-0.53%"
"Nov 27, 2013","2.0254","2.0112","2.0280","2.0080","0.59%"
"Nov 26, 2013","2.0135","2.0064","2.0220","1.9985","0.28%"
"Nov 25, 2013","2.0078","2.0036","2.0086","1.9900","0.10%"
"Nov 22, 2013","2.0057","2.0157","2.0220","2.0024","-0.55%"
"Nov 21, 2013","2.0168","2.0139","2.0260","2.0110","0.07%"
"Nov 20, 2013","2.0154","2.0103","2.0156","1.9980","0.21%"
"Nov 19, 2013","2.0112","2.0210","2.0235","2.0020","-0.53%"
"Nov 18, 2013","2.0219","2.0283","2.0325","2.0130","-0.36%"
"Nov 15, 2013","2.0293","2.0320","2.0430","2.0255","-0.20%"
"Nov 14, 2013","2.0333","2.0424","2.0510","2.0299","-0.53%"
"Nov 13, 2013","2.0442","2.0538","2.0600","2.0417","-0.50%"
"Nov 12, 2013","2.0545","2.0414","2.0590","2.0390","0.55%"
"Nov 11, 2013","2.0433","2.0366","2.0465","2.0300","0.21%"
"Nov 08, 2013","2.0390","2.0334","2.0520","2.0190","0.19%"
"Nov 07, 2013","2.0352","2.0344","2.0393","2.0180","-0.02%"
"Nov 06, 2013","2.0356","2.0295","2.0390","2.0210","0.29%"
"Nov 05, 2013","2.0298","2.0149","2.0350","2.0120","0.67%"
"Nov 04, 2013","2.0162","2.0128","2.0230","2.0100","-0.04%"
"Nov 01, 2013","2.0170","1.9942","2.0220","1.9890","1.05%"
"Oct 31, 2013","1.9960","1.9933","1.9980","1.9840","0.07%"
"Oct 30, 2013","1.9947","1.9903","1.9967","1.9775","0.17%"
"Oct 29, 2013","1.9914","1.9825","1.9930","1.9804","0.37%"
"Oct 28, 2013","1.9841","1.9808","1.9880","1.9740","0.03%"
"Oct 25, 2013","1.9835","1.9778","1.9890","1.9740","0.20%"
"Oct 24, 2013","1.9796","1.9731","1.9830","1.9660","0.19%"
"Oct 23, 2013","1.9758","1.9662","1.9790","1.9647","0.37%"
"Oct 22, 2013","1.9685","1.9791","1.9870","1.9620","-0.64%"
"Oct 21, 2013","1.9812","1.9667","1.9839","1.9620","0.64%"
"Oct 18, 2013","1.9686","1.9644","1.9726","1.9600","0.14%"
"Oct 17, 2013","1.9659","1.9713","1.9781","1.9593","-0.35%"
"Oct 16, 2013","1.9728","1.9868","1.9876","1.9700","-0.77%"
"Oct 15, 2013","1.9882","1.9800","1.9891","1.9775","0.32%"
"Oct 14, 2013","1.9818","1.9824","1.9913","1.9770","-0.03%"
"Oct 11, 2013","1.9823","1.9747","1.9870","1.9690","0.40%"
"Oct 10, 2013","1.9745","1.9805","1.9860","1.9700","-0.38%"
"Oct 09, 2013","1.9820","1.9895","1.9925","1.9775","-0.35%"
"Oct 08, 2013","1.9889","1.9922","1.9960","1.9760","-0.24%"
"Oct 07, 2013","1.9937","1.9852","2.0015","1.9835","0.33%"
"Oct 04, 2013","1.9871","2.0002","2.0020","1.9830","-0.79%"
"Oct 03, 2013","2.0029","1.9935","2.0080","1.9890","0.45%"
"Oct 02, 2013","1.9939","2.0067","2.0230","1.9920","-0.77%"
"Oct 01, 2013","2.0094","2.0180","2.0210","1.9995","-0.46%"
"Sep 30, 2013","2.0186","2.0391","2.0450","2.0100","-0.61%"
"Sep 27, 2013","2.0309","2.0215","2.0430","2.0120","0.41%"
"Sep 26, 2013","2.0227","2.0156","2.0240","2.0040","0.33%"
"Sep 25, 2013","2.0160","1.9962","2.0160","1.9922","0.86%"
"Sep 24, 2013","1.9989","1.9835","2.0041","1.9800","0.69%"
"Sep 23, 2013","1.9853","1.9766","1.9943","1.9700","0.27%"
"Sep 20, 2013","1.9799","1.9592","1.9870","1.9561","0.99%"
"Sep 19, 2013","1.9605","1.9499","1.9915","1.9310","0.53%"
"Sep 18, 2013","1.9501","2.0010","2.0090","1.9410","-2.58%"
"Sep 17, 2013","2.0018","2.0034","2.0130","1.9940","-0.13%"
"Sep 16, 2013","2.0045","2.0259","2.0274","1.9840","-1.16%"
"Sep 13, 2013","2.0280","2.0295","2.0390","2.0190","-0.13%"
"Sep 12, 2013","2.0306","2.0097","2.0311","2.0055","0.94%"
"Sep 11, 2013","2.0117","2.0125","2.0270","2.0000","-0.12%"
"Sep 10, 2013","2.0141","2.0246","2.0370","2.0020","-0.62%"
"Sep 09, 2013","2.0266","2.0440","2.0531","2.0224","-0.97%"
"Sep 06, 2013","2.0465","2.0674","2.0755","2.0405","-1.09%"
"Sep 05, 2013","2.0691","2.0475","2.0845","2.0437","0.91%"
"Sep 04, 2013","2.0505","2.0575","2.0670","2.0300","-0.38%"
"Sep 03, 2013","2.0584","2.0208","2.0630","2.0123","1.84%"
"Sep 02, 2013","2.0213","2.0341","2.0350","2.0080","-0.93%"
"Aug 30, 2013","2.0403","2.0346","2.0455","2.0226","0.22%"
"Aug 29, 2013","2.0358","2.0382","2.0404","2.0210","-0.08%"
"Aug 28, 2013","2.0374","2.0345","2.0730","2.0307","0.05%"
"Aug 27, 2013","2.0363","1.9960","2.0410","1.9941","1.92%"
"Aug 26, 2013","1.9980","1.9858","2.0000","1.9830","0.51%"
"Aug 23, 2013","1.9878","1.9915","2.0000","1.9770","-0.29%"
"Aug 22, 2013","1.9936","1.9755","1.9963","1.9730","0.76%"
"Aug 21, 2013","1.9785","1.9476","1.9800","1.9450","1.48%"
"Aug 20, 2013","1.9496","1.9515","1.9540","1.9380","-0.25%"
"Aug 19, 2013","1.9544","1.9430","1.9560","1.9330","0.50%"
"Aug 16, 2013","1.9446","1.9325","1.9451","1.9290","0.52%"
"Aug 15, 2013","1.9345","1.9346","1.9470","1.9225","0.01%"
"Aug 14, 2013","1.9344","1.9310","1.9410","1.9275","0.02%"
"Aug 13, 2013","1.9340","1.9231","1.9350","1.9170","0.46%"
"Aug 12, 2013","1.9251","1.9205","1.9270","1.9110","0.24%"
"Aug 09, 2013","1.9204","1.9205","1.9240","1.9120","-0.11%"
"Aug 08, 2013","1.9225","1.9299","1.9309","1.9140","-0.50%"
"Aug 07, 2013","1.9322","1.9232","1.9340","1.9228","0.36%"
"Aug 06, 2013","1.9252","1.9283","1.9350","1.9220","-0.26%"
"Aug 05, 2013","1.9303","1.9215","1.9350","1.9190","0.25%"
"Aug 02, 2013","1.9255","1.9453","1.9520","1.9200","-1.10%"
"Aug 01, 2013","1.9470","1.9325","1.9500","1.9300","0.60%"
"Jul 31, 2013","1.9353","1.9212","1.9460","1.9200","0.64%"
"Jul 30, 2013","1.9229","1.9243","1.9295","1.9175","-0.18%"
"Jul 29, 2013","1.9263","1.9249","1.9290","1.9174","0.02%"
"Jul 26, 2013","1.9260","1.9188","1.9300","1.9150","0.28%"
"Jul 25, 2013","1.9206","1.9183","1.9320","1.9130","-0.04%"
"Jul 24, 2013","1.9213","1.8984","1.9245","1.8963","1.10%"
"Jul 23, 2013","1.9004","1.9100","1.9180","1.8968","-0.61%"
"Jul 22, 2013","1.9120","1.9169","1.9190","1.9080","-0.32%"
"Jul 19, 2013","1.9181","1.9194","1.9280","1.9134","-0.17%"
"Jul 18, 2013","1.9214","1.9078","1.9246","1.9070","0.55%"
"Jul 17, 2013","1.9108","1.9180","1.9300","1.9046","-0.53%"
"Jul 16, 2013","1.9210","1.9315","1.9380","1.9150","-0.65%"
"Jul 15, 2013","1.9335","1.9540","1.9544","1.9298","-0.97%"
"Jul 12, 2013","1.9525","1.9481","1.9660","1.9430","0.07%"
"Jul 11, 2013","1.9511","1.9477","1.9574","1.9181","0.07%"
"Jul 10, 2013","1.9497","1.9385","1.9620","1.9330","0.42%"
"Jul 09, 2013","1.9415","1.9443","1.9520","1.9300","-0.30%"
"Jul 08, 2013","1.9473","1.9659","1.9735","1.9400","-1.07%"
"Jul 05, 2013","1.9683","1.9390","1.9700","1.9385","1.30%"
"Jul 04, 2013","1.9430","1.9440","1.9580","1.9335","-0.21%"
"Jul 03, 2013","1.9470","1.9319","1.9550","1.9299","0.72%"
"Jul 02, 2013","1.9330","1.9205","1.9363","1.9140","0.47%"
"Jul 01, 2013","1.9240","1.9283","1.9301","1.9165","-0.25%"
"Jun 28, 2013","1.9288","1.9200","1.9370","1.9110","0.46%"
"Jun 27, 2013","1.9199","1.9334","1.9363","1.9140","-0.80%"
"Jun 26, 2013","1.9354","1.9291","1.9440","1.9200","0.22%"
"Jun 25, 2013","1.9311","1.9418","1.9475","1.9215","-0.65%"
"Jun 24, 2013","1.9438","1.9356","1.9610","1.9300","0.26%"
"Jun 21, 2013","1.9388","1.9356","1.9480","1.9210","0.10%"
"Jun 20, 2013","1.9369","1.9000","1.9495","1.8960","1.83%"
"Jun 19, 2013","1.9020","1.8845","1.9087","1.8750","0.82%"
"Jun 18, 2013","1.8865","1.8713","1.8890","1.8660","0.66%"
"Jun 17, 2013","1.8741","1.8566","1.8764","1.8557","0.81%"
"Jun 14, 2013","1.8590","1.8600","1.8630","1.8470","-0.14%"
"Jun 13, 2013","1.8616","1.8730","1.8775","1.8574","-0.73%"
"Jun 12, 2013","1.8752","1.8896","1.8945","1.8660","-0.88%"
"Jun 11, 2013","1.8918","1.8998","1.9090","1.8824","-0.53%"
"Jun 10, 2013","1.9018","1.8740","1.9020","1.8716","1.54%"
"Jun 07, 2013","1.8730","1.8905","1.9000","1.8700","-1.07%"
"Jun 06, 2013","1.8932","1.8903","1.9070","1.8780","0.05%"
"Jun 05, 2013","1.8923","1.8765","1.8931","1.8687","0.82%"
"Jun 04, 2013","1.8769","1.8818","1.8882","1.8660","-0.31%"
"Jun 03, 2013","1.8828","1.8773","1.9000","1.8770","0.38%"
"May 31, 2013","1.8756","1.8715","1.8970","1.8630","0.11%"
"May 30, 2013","1.8735","1.8585","1.8810","1.8554","0.70%"
"May 29, 2013","1.8605","1.8584","1.8710","1.8550","0.13%"
"May 28, 2013","1.8580","1.8438","1.8610","1.8415","0.66%"
"May 27, 2013","1.8458","1.8481","1.8481","1.8375","-0.04%"
"May 24, 2013","1.8465","1.8434","1.8500","1.8385","0.01%"
"May 23, 2013","1.8464","1.8461","1.8590","1.8405","-0.15%"
"May 22, 2013","1.8491","1.8411","1.8507","1.8300","0.33%"
"May 21, 2013","1.8431","1.8378","1.8550","1.8375","0.12%"
"May 20, 2013","1.8408","1.8407","1.8490","1.8355","-0.07%"
"May 17, 2013","1.8421","1.8221","1.8470","1.8198","0.99%"
"May 16, 2013","1.8241","1.8206","1.8390","1.8175","0.08%"
"May 15, 2013","1.8226","1.8135","1.8260","1.8125","0.39%"
"May 14, 2013","1.8155","1.8100","1.8170","1.8048","0.19%"
"May 13, 2013","1.8120","1.7993","1.8140","1.7984","0.59%"
"May 10, 2013","1.8013","1.7967","1.8070","1.7940","0.14%"
"May 09, 2013","1.7987","1.7894","1.7987","1.7850","0.49%"
"May 08, 2013","1.7900","1.7934","1.7990","1.7850","-0.38%"
"May 07, 2013","1.7968","1.7952","1.8030","1.7920","-0.02%"
"May 06, 2013","1.7972","1.7946","1.8000","1.7900","0.16%"
"May 03, 2013","1.7943","1.7908","1.8000","1.7891","0.08%"
"May 02, 2013","1.7928","1.7907","1.7970","1.7840","0.01%"
"May 01, 2013","1.7927","1.7910","1.7942","1.7880","-0.02%"
"Apr 30, 2013","1.7930","1.7936","1.8010","1.7895","-0.14%"
"Apr 29, 2013","1.7956","1.7961","1.7990","1.7890","-0.11%"
"Apr 26, 2013","1.7975","1.7965","1.8040","1.7927","-0.07%"
"Apr 25, 2013","1.7988","1.8004","1.8040","1.7935","-0.20%"
"Apr 24, 2013","1.8024","1.8019","1.8070","1.7985","-0.12%"
"Apr 23, 2013","1.8046","1.8029","1.8110","1.8000","0.02%"
"Apr 22, 2013","1.8043","1.8011","1.8100","1.7950","0.25%"
"Apr 19, 2013","1.7998","1.7960","1.8010","1.7915","0.18%"
"Apr 18, 2013","1.7966","1.7975","1.8000","1.7895","-0.16%"
"Apr 17, 2013","1.7995","1.7862","1.8003","1.7830","0.64%"
"Apr 16, 2013","1.7880","1.7912","1.7985","1.7833","-0.27%"
"Apr 15, 2013","1.7929","1.7881","1.7934","1.7850","0.27%"
"Apr 12, 2013","1.7881","1.7828","1.7930","1.7817","0.18%"
"Apr 11, 2013","1.7848","1.7875","1.7900","1.7810","-0.26%"
"Apr 10, 2013","1.7895","1.7826","1.7895","1.7785","0.30%"
"Apr 09, 2013","1.7842","1.7840","1.7900","1.7777","-0.10%"
"Apr 08, 2013","1.7860","1.7933","1.7957","1.7815","-0.42%"
"Apr 05, 2013","1.7936","1.8014","1.8070","1.7906","-0.54%"
"Apr 04, 2013","1.8034","1.8059","1.8130","1.7993","-0.30%"
"Apr 03, 2013","1.8089","1.8029","1.8130","1.7985","0.31%"
"Apr 02, 2013","1.8033","1.8042","1.8100","1.7980","-0.10%"
"Apr 01, 2013","1.8051","1.8091","1.8150","1.8040","-0.22%"
"Mar 29, 2013","1.8090","1.8095","1.8130","1.8049","-0.08%"
"Mar 28, 2013","1.8104","1.8124","1.8180","1.8059","-0.22%"
"Mar 27, 2013","1.8144","1.8128","1.8240","1.8091","0.01%"
"Mar 26, 2013","1.8143","1.8218","1.8230","1.8100","-0.45%"
"Mar 25, 2013","1.8225","1.8100","1.8245","1.8070","0.44%"
"Mar 22, 2013","1.8146","1.8154","1.8220","1.8100","-0.21%"
"Mar 21, 2013","1.8184","1.8174","1.8220","1.8085","0.04%"
"Mar 20, 2013","1.8176","1.8243","1.8266","1.8125","-0.41%"
"Mar 19, 2013","1.8251","1.8121","1.8262","1.8087","0.67%"
"Mar 18, 2013","1.8130","1.8073","1.8180","1.8046","0.37%"
"Mar 15, 2013","1.8063","1.8088","1.8140","1.8030","-0.19%"
"Mar 14, 2013","1.8098","1.8118","1.8170","1.8080","-0.15%"
"Mar 13, 2013","1.8126","1.8019","1.8160","1.7960","0.54%"
"Mar 12, 2013","1.8029","1.7985","1.8080","1.7948","0.22%"
"Mar 11, 2013","1.7990","1.8046","1.8070","1.7956","-0.31%"
"Mar 08, 2013","1.8046","1.7966","1.8080","1.7890","0.41%"
"Mar 07, 2013","1.7973","1.7976","1.8011","1.7920","-0.06%"
"Mar 06, 2013","1.7983","1.7911","1.7985","1.7870","0.37%"
"Mar 05, 2013","1.7916","1.7987","1.7990","1.7900","-0.41%"
"Mar 04, 2013","1.7989","1.7984","1.8060","1.7960","0.08%"
"Mar 01, 2013","1.7974","1.7979","1.8072","1.7935","-0.06%"
"Feb 28, 2013","1.7985","1.7957","1.8010","1.7920","0.04%"
"Feb 27, 2013","1.7977","1.8034","1.8090","1.7957","-0.43%"
"Feb 26, 2013","1.8054","1.8071","1.8146","1.8010","-0.22%"
"Feb 25, 2013","1.8094","1.7996","1.8094","1.7895","0.42%"
"Feb 22, 2013","1.8019","1.7922","1.8040","1.7845","0.43%"
"Feb 21, 2013","1.7942","1.7823","1.7960","1.7805","0.61%"
"Feb 20, 2013","1.7833","1.7758","1.7854","1.7700","0.38%"
"Feb 19, 2013","1.7765","1.7648","1.7800","1.7620","0.53%"
"Feb 18, 2013","1.7672","1.7655","1.7700","1.7610","0.04%"
"Feb 15, 2013","1.7665","1.7665","1.7720","1.7630","-0.10%"
"Feb 14, 2013","1.7683","1.7615","1.7730","1.7615","0.27%"
"Feb 13, 2013","1.7635","1.7704","1.7720","1.7590","-0.50%"
"Feb 12, 2013","1.7724","1.7735","1.7770","1.7675","-0.17%"
"Feb 11, 2013","1.7755","1.7690","1.7770","1.7650","0.23%"
"Feb 08, 2013","1.7715","1.7730","1.7750","1.7645","-0.14%"
"Feb 07, 2013","1.7740","1.7677","1.7750","1.7620","0.25%"
"Feb 06, 2013","1.7695","1.7592","1.7695","1.7582","0.47%"
"Feb 05, 2013","1.7612","1.7593","1.7650","1.7530","-0.01%"
"Feb 04, 2013","1.7613","1.7468","1.7640","1.7420","0.80%"
"Feb 01, 2013","1.7473","1.7569","1.7587","1.7440","-0.66%"
"Jan 31, 2013","1.7589","1.7658","1.7700","1.7535","-0.50%"
"Jan 30, 2013","1.7678","1.7665","1.7730","1.7610","-0.04%"
"Jan 29, 2013","1.7685","1.7723","1.7750","1.7650","-0.25%"
"Jan 28, 2013","1.7730","1.7646","1.7740","1.7620","0.31%"
"Jan 25, 2013","1.7675","1.7666","1.7715","1.7600","-0.06%"
"Jan 24, 2013","1.7686","1.7696","1.7740","1.7650","-0.17%"
"Jan 23, 2013","1.7716","1.7670","1.7745","1.7645","0.15%"
"Jan 22, 2013","1.7690","1.7623","1.7740","1.7560","0.27%"
"Jan 21, 2013","1.7643","1.7613","1.7660","1.7550","0.23%"
"Jan 18, 2013","1.7603","1.7504","1.7630","1.7500","0.45%"
"Jan 17, 2013","1.7524","1.7633","1.7665","1.7498","-0.73%"
"Jan 16, 2013","1.7653","1.7679","1.7730","1.7615","-0.21%"
"Jan 15, 2013","1.7691","1.7681","1.7740","1.7650","0.02%"
"Jan 14, 2013","1.7688","1.7688","1.7730","1.7640","-0.04%"
"Jan 11, 2013","1.7695","1.7652","1.7750","1.7640","0.13%"
"Jan 10, 2013","1.7672","1.7733","1.7774","1.7650","-0.46%"
"Jan 09, 2013","1.7753","1.7782","1.7810","1.7710","-0.17%"
"Jan 08, 2013","1.7783","1.7778","1.7820","1.7695","-0.08%"
"Jan 07, 2013","1.7798","1.7806","1.7861","1.7750","-0.11%"
"Jan 04, 2013","1.7818","1.7831","1.7906","1.7798","-0.16%"
"Jan 03, 2013","1.7847","1.7780","1.7855","1.7750","0.34%"
"Jan 02, 2013","1.7787","1.7818","1.7834","1.7730","-0.29%"
"Jan 01, 2013","1.7838","1.7817","1.7850","1.7816","0.01%"
